day,window_id,packet_rate,byte_rate,unique_dst_ips,unique_dst_ports,syn_ack_ratio,avg_pkt_size,dst_port_entropy,failed_conn_rate,fwd_psh_rate,avg_flow_duration,label_attack_now,attack_fraction,attack_family,mitre
monday,973,57797.47019212395,801437.0749458701,125,125,0.02564102564102564,55.1674590322584,3.1415266374346875,0.0,0.006,272794.594,0,0.0,none,-
monday,974,47542.235792650354,799231.1395886018,131,131,0.03333333333333333,68.3451109713304,3.1834118211625806,0.0,0.008,1522223.752,0,0.0,none,-
monday,975,46035.53526314966,629133.256566732,145,145,0.024390243902439025,64.535429212198,3.5031636531739654,0.0,0.006,2058567.98,0,0.0,none,-
monday,976,52069.27008293599,886265.9981298058,140,140,0.03048780487804878,64.5009689964512,3.4520092866757395,0.0,0.008,1483978.964,0,0.0,none,-
monday,977,43762.59136964189,857628.3531947457,137,137,0.03125,63.856748174048406,3.408387277986116,0.0,0.008,1533326.944,0,0.0,none,-
monday,978,43614.938287435354,745994.3585691147,148,148,0.040229885057471264,60.3967839918024,3.540883129982273,0.0,0.012,2150394.528,0,0.0,none,-
monday,979,55587.47890102961,969631.004720175,140,140,0.012738853503184714,67.2861441190476,3.4624693973937557,0.0,0.002,1646726.056,0,0.0,none,-
monday,980,40104.60092675449,812806.2188245984,130,130,0.019736842105263157,66.90589374844701,3.22971661285749,0.0,0.004,1629827.436,0,0.0,none,-
monday,981,53804.486516268924,846252.4345982631,131,131,0.012269938650306749,67.1171168190102,3.3569230646565913,0.0,0.002,1280849.864,0,0.0,none,-
monday,982,38570.92179924143,740737.3304156088,138,138,0.0440251572327044,63.0261886805698,3.3288761714647572,0.0,0.012,884130.512,0,0.0,none,-
monday,983,51012.92117137023,899849.3334165304,150,150,0.024096385542168676,63.3367513292268,3.6373644201337854,0.0,0.006,1766176.946,0,0.0,none,-
monday,984,45631.63212752688,609915.4625359724,143,143,0.023809523809523808,60.048451658897,3.4488849438503824,0.0,0.006,1437704.586,0,0.0,none,-
monday,985,51661.418135926964,774745.6163916427,154,154,0.029069767441860465,57.4111277939836,3.626958800889911,0.0,0.008,515649.28,0,0.0,none,-
monday,986,39459.95976825307,604321.9505697379,156,156,0.03888888888888889,58.5711249872356,3.6580709780966414,0.0,0.012,819927.73,0,0.0,none,-
monday,987,45125.03325976832,677229.238193166,141,141,0.043478260869565216,65.05366791355199,3.4284556022700956,0.0,0.012,1010158.116,0,0.0,none,-
monday,988,50602.25309356284,686464.6542836449,152,152,0.02976190476190476,59.8621972067624,3.605487057782189,0.0,0.008,1049285.762,0,0.0,none,-
monday,989,40727.13833418996,673451.0478714425,126,126,0.019867549668874173,67.6674475251758,3.234011668968388,0.0,0.004,1730560.072,0,0.0,none,-
monday,990,49121.76068911707,754571.5067072229,149,149,0.030120481927710843,54.1212705128212,3.613543812221139,0.0,0.008,749169.684,0,0.0,none,-
monday,991,45587.92927333497,834191.2278100151,126,126,0.04794520547945205,65.7760770130754,3.0953901183437935,0.0,0.012,922512.28,0,0.0,none,-
monday,992,42025.765130701315,717141.7783816578,136,136,0.018633540372670808,67.77614866488939,3.3477949031898007,0.0,0.004,1180365.528,0,0.0,none,-
monday,993,46490.60389038693,1021883.7273451025,117,117,0.04580152671755725,68.18014257334322,2.9257137508466426,0.0,0.01,735330.54,0,0.0,none,-
monday,994,40715.68914348841,790534.4780520106,138,138,0.031055900621118012,67.6281751998004,3.3487406233990535,0.0,0.008,951797.066,0,0.0,none,-
monday,995,54398.790540262344,729954.7208901389,146,146,0.02531645569620253,68.0444027982876,3.6040018889712675,0.0,0.006,2250868.41,0,0.0,none,-
monday,996,40070.4446309329,677427.9512540133,151,151,0.023952095808383235,58.9870842095806,3.5647257328684656,0.0,0.006,1188031.172,0,0.0,none,-
monday,997,38181.3220360797,594122.0816471097,142,142,0.016853932584269662,59.20718333280261,3.5076672335785988,0.0,0.004,1100161.486,0,0.0,none,-
monday,998,38565.12535147057,640788.4992033086,146,146,0.04242424242424243,67.31592262675561,3.522468627620432,0.0,0.012,1860300.27,0,0.0,none,-
monday,999,34992.88080098104,896145.0743491736,139,139,0.04487179487179487,64.2902129444092,3.324152708836844,0.0,0.012,1072204.08,0,0.0,none,-
monday,1000,42267.85502283867,607403.9223553373,144,144,0.017543859649122806,63.975013621155995,3.5316785851317283,0.0,0.004,2530416.058,0,0.0,none,-
monday,1001,49370.89536625573,722101.1032208657,133,133,0.0392156862745098,61.903263830995996,3.3324134040923603,0.0,0.01,1923562.598,0,0.0,none,-
monday,1002,40065.025170594716,646184.5690975201,141,141,0.023952095808383235,59.390511952862404,3.3475575841633463,0.0,0.006,620977.184,0,0.0,none,-
monday,1003,46433.93518539039,684131.7365695781,132,132,0.026143790849673203,58.9971092671354,3.3212837852199213,0.0,0.006,1557447.14,0,0.0,none,-
monday,1004,48010.69287140256,719849.3023463927,135,135,0.030303030303030304,64.37885368591459,3.3647495048985965,0.0,0.008,1285626.002,0,0.0,none,-
monday,1005,35716.43596809687,657780.7260351415,120,120,0.055944055944055944,61.722641458842,3.006584048249553,0.0,0.014,1666221.242,0,0.0,none,-
monday,1006,43177.94794535735,700730.5873087806,135,135,0.026490066225165563,65.34718448911639,3.334530375393446,0.0,0.006,1846146.174,0,0.0,none,-
monday,1007,43082.53522041051,886763.4333465183,135,135,0.024691358024691357,68.2497038443242,3.356588972723878,0.0,0.006,1821491.782,0,0.0,none,-
monday,1008,48315.279334217645,675816.1581024769,141,141,0.017964071856287425,61.69952018990401,3.5271499013735115,0.0,0.004,1782949.274,0,0.0,none,-
monday,1009,53300.00097368198,899489.9452476358,141,141,0.029940119760479042,58.750685721411,3.50633490039995,0.0,0.008,788472.832,0,0.0,none,-
monday,1010,49154.244241483466,894119.0881590807,127,127,0.006711409395973154,70.02949561581322,3.208472677603938,0.0,0.0,1533658.034,0,0.0,none,-
monday,1011,48557.60358028182,679333.7752119581,129,129,0.04054054054054054,70.5736380711728,3.226300698543862,0.0,0.01,1221157.65,0,0.0,none,-
monday,1012,49785.71440729434,721991.8766304944,145,145,0.012195121951219513,62.164916666667004,3.44474734984587,0.0,0.002,332862.096,0,0.0,none,-
monday,1013,43307.842177270555,658897.0535185123,133,133,0.02054794520547945,61.8284947672278,3.2028809697697227,0.0,0.004,1476767.566,0,0.0,none,-
monday,1014,34480.49075498183,621875.5352659087,121,121,0.027210884353741496,68.2531528851256,3.0823894221638026,0.0,0.006,1835769.528,0,0.0,none,-
monday,1015,56362.58701335123,798643.9186677237,130,130,0.03355704697986577,62.794975577327605,3.1912227035735716,0.0,0.008,801543.414,0,0.0,none,-
monday,1016,58047.30693891578,817801.0670871558,147,147,0.04216867469879518,61.212739072039405,3.5833400935906248,0.0,0.012,807506.518,0,0.0,none,-
monday,1017,43559.85588195653,673947.4147142668,134,134,0.025157232704402517,60.384089146913595,3.369267842072551,0.0,0.006,1609633.052,0,0.0,none,-
monday,1018,36852.960161414994,646929.3714490583,142,142,0.018633540372670808,60.637291631164,3.430796335209801,0.0,0.004,1053051.64,0,0.0,none,-
monday,1019,52046.48897103695,913609.5420461275,128,128,0.06293706293706294,61.8386066167176,3.1984599108429617,0.0,0.016,1285765.372,0,0.0,none,-
monday,1020,54265.60205504827,848989.1305873278,122,122,0.007194244604316547,62.608720573212,3.040060008871216,0.0,0.0,923863.286,0,0.0,none,-
monday,1021,39068.39179341578,769715.763082509,128,128,0.01948051948051948,62.8630784403678,3.2028126399960963,0.0,0.004,1655243.328,0,0.0,none,-
monday,1022,33922.43479708775,688211.7921387515,123,123,0.013793103448275862,65.54086594896339,3.0541753278148764,0.0,0.002,1173982.388,0,0.0,none,-
monday,1023,51566.75913815489,854283.5658648903,146,146,0.012048192771084338,57.1557294486214,3.5639062052240993,0.0,0.002,1050150.944,0,0.0,none,-
monday,1024,52301.84579838713,847970.3708891149,137,137,0.03773584905660377,70.569801475959,3.446794515481594,0.0,0.01,945556.25,0,0.0,none,-
monday,1025,56120.84985201648,1132401.7353080874,145,145,0.01775147928994083,62.673781976821196,3.5085434519162364,0.0,0.004,1012899.884,0,0.0,none,-
monday,1026,45507.85346805784,738725.5265990054,150,150,0.022598870056497175,62.128620908293,3.651118818758971,0.0,0.006,2120461.636,0,0.0,none,-
monday,1027,43700.704117628215,1136164.2558310623,128,128,0.03289473684210526,59.5805877326472,3.1128829928606416,0.0,0.008,1173120.388,0,0.0,none,-
monday,1028,47093.20311482528,847917.1680231873,147,147,0.01875,57.9527803331094,3.467525404592565,0.0,0.004,1176594.7,0,0.0,none,-
monday,1029,45906.66373536408,608638.7421600354,142,142,0.011695906432748537,60.5846941450262,3.46416014401294,0.0,0.002,927519.94,0,0.0,none,-
monday,1030,37575.515473966865,652769.6265259126,137,137,0.050955414012738856,75.1789838509508,3.3568728430441013,0.0,0.014,1489210.282,0,0.0,none,-
monday,1031,51708.47745868683,883279.4891376578,130,130,0.02666666666666667,63.239507011350604,3.23655625882983,0.0,0.006,1116448.13,0,0.0,none,-
monday,1032,49652.30893062263,876661.7167774059,148,148,0.011834319526627219,62.537940110494404,3.5836619012325874,0.0,0.002,1378574.734,0,0.0,none,-
monday,1033,49496.08038149316,995353.020634692,137,137,0.01910828025477707,63.784617632367606,3.4195078151163445,0.0,0.004,1415411.666,0,0.0,none,-
monday,1034,46459.44712461242,681227.2312116406,141,141,0.029239766081871343,61.662077594108396,3.50240435354665,0.0,0.008,2067696.338,0,0.0,none,-
monday,1035,43805.497443285974,693403.1009984469,137,137,0.03164556962025317,60.2099350247458,3.324332067160209,0.0,0.008,1360039.862,0,0.0,none,-
monday,1036,43842.22144683015,717926.847286397,151,151,0.027932960893854747,58.7392119946864,3.6604298279917504,0.0,0.008,1657286.946,0,0.0,none,-
monday,1037,47000.93304486386,772116.0791262593,113,113,0.028368794326241134,71.27383958084441,2.979448508373394,0.0,0.006,1472256.608,0,0.0,none,-
monday,1038,48651.79177769956,732757.9854331746,126,126,0.028169014084507043,74.34890168860261,3.1591571616098753,0.0,0.006,1273525.762,0,0.0,none,-
monday,1039,32120.698274692455,684669.2107710964,120,120,0.027586206896551724,70.8510707750276,2.9678305629620114,0.0,0.006,1586841.91,0,0.0,none,-
monday,1040,43442.800881964504,637212.6416822468,141,141,0.03125,62.9900019918648,3.4322915581306175,0.0,0.008,1101964.248,0,0.0,none,-
monday,1041,51300.35078266013,878306.8798215592,114,114,0.014492753623188406,67.83534482857041,2.9725820098985754,0.0,0.002,1099439.33,0,0.0,none,-
monday,1042,49524.020851447705,819333.666237776,126,126,0.034013605442176874,61.8130601659952,3.0888295091849973,0.0,0.008,2023616.356,0,0.0,none,-
monday,1043,53506.88989882925,691171.6615793259,139,139,0.018867924528301886,65.2901962032724,3.394562794616963,0.0,0.004,1123677.842,0,0.0,none,-
monday,1044,43350.74910799442,681939.4618346043,140,140,0.023809523809523808,56.7134365800866,3.444207845594182,0.0,0.006,1559975.614,0,0.0,none,-
monday,1045,48994.28063645924,876006.2209865557,133,133,0.046052631578947366,65.06496648492481,3.2927546754120423,0.0,0.012,2077133.318,0,0.0,none,-
monday,1046,46881.27366207154,821178.1508862567,134,134,0.040268456375838924,63.120265072747806,3.291379733058114,0.0,0.01,1277856.7,0,0.0,none,-
monday,1047,46803.204740684894,978289.3220450848,146,146,0.025477707006369428,66.2323313397694,3.47615872747801,0.0,0.006,1737763.208,0,0.0,none,-
monday,1048,59891.11360480616,860601.2496151566,130,130,0.020134228187919462,62.4239126885846,3.1918456453250306,0.0,0.004,2194966.118,0,0.0,none,-
monday,1049,34663.04345097636,665905.3545553953,123,123,0.027210884353741496,65.1448902242108,3.0901243019268487,0.0,0.006,1118595.226,0,0.0,none,-
monday,1050,43900.12777402205,827107.5449962192,144,144,0.024539877300613498,64.2975436818876,3.4377155772554557,0.0,0.006,866981.838,0,0.0,none,-
monday,1051,46722.71956275587,701100.1985447472,141,141,0.012658227848101266,60.265502425975995,3.412717445570964,0.0,0.002,1199888.07,0,0.0,none,-
monday,1052,39548.27083879527,657829.3416580929,142,142,0.03184713375796178,63.5750775978658,3.4267920135208767,0.0,0.008,1499881.536,0,0.0,none,-
monday,1053,45873.51373478428,779156.6984570863,143,143,0.024539877300613498,57.4916661861818,3.4317265463140094,0.0,0.006,1538322.146,0,0.0,none,-
monday,1054,46042.15756529243,962428.802063188,131,131,0.0472972972972973,59.607885714286,3.2088134825194876,0.0,0.012,808771.294,0,0.0,none,-
monday,1055,44883.8041104502,736021.782865319,139,139,0.012658227848101266,65.3186410912832,3.453046770837452,0.0,0.002,1385226.848,0,0.0,none,-
monday,1056,39819.463783694184,597191.7987569771,152,152,0.029411764705882353,61.2485347121538,3.640374853110698,0.0,0.008,1954046.042,0,0.0,none,-
monday,1057,43216.50327938108,826065.820272687,136,136,0.02,65.611481174089,3.2862269677872513,0.0,0.004,1372962.4,0,0.0,none,-
tuesday,0,44471.484547500375,1296829.3550529825,56,56,0.112,196.62063872451597,3.7411090262503777,0.0,0.026,21988378.622,0,0.0,none,-
tuesday,1,81429.95312144246,1109456.022068104,97,97,0.16176470588235295,162.39229264408002,3.136458192222089,0.0,0.064,6773206.66,0,0.0,none,-
tuesday,2,73034.10212271917,1388156.7484212676,75,75,0.22077922077922077,167.37610392844002,3.0981872247565674,0.0,0.066,28870963.32,0,0.0,none,-
tuesday,3,66954.02373201904,595917.4344278887,104,104,0.2786885245901639,149.50675290060397,3.5489673474967947,0.0,0.1,45987549.36,0,0.0,none,-
tuesday,4,55272.13170485681,1489898.188733906,55,55,0.3023255813953488,186.45523122744,3.248383966469068,0.0,0.076,27719390.06,0,0.0,none,-
tuesday,5,71960.55420692712,2034082.877713106,77,77,0.3076923076923077,200.11249944635,3.641666511720552,0.0,0.086,30651042.502,0,0.0,none,-
tuesday,6,50767.88087256935,467016.25545239524,61,61,0.15873015873015872,140.9005944913,2.5912544703283347,0.002,0.038,10897104.47,0,0.0,none,-
tuesday,7,52397.11091116017,392349.7373346576,68,68,0.11976047904191617,140.376540893704,2.824440113368542,0.002,0.038,9780515.748,0,0.0,none,-
tuesday,8,68042.77329307036,1167950.3720628673,86,86,0.32967032967032966,157.750221565584,3.212072140357258,0.0,0.118,11602176.98,0,0.0,none,-
tuesday,9,37692.97233718072,1285838.480915094,56,56,0.22413793103448276,194.139486407374,2.6364029493705488,0.0,0.05,28158197.844,0,0.0,none,-
tuesday,10,46414.268600207804,1572647.5863228927,69,69,0.16149068322981366,165.17848191003998,2.7549775682244353,0.0,0.05,13314582.174,0,0.0,none,-
tuesday,11,84818.60888931243,2173635.695896113,112,112,0.2823529411764706,157.09082040949997,3.6818443325274424,0.0,0.094,45854766.362,0,0.0,none,-
tuesday,12,80550.84927741608,1175024.5723617626,115,115,0.335,145.882426062692,3.7703329148169766,0.0,0.132,35585662.306,0,0.0,none,-
tuesday,13,50634.71908134919,814960.6162210999,85,85,0.288,143.87884383844,3.211063392236592,0.0,0.07,11940711.966,0,0.0,none,-
tuesday,14,41150.77805422118,418961.1397867128,67,67,0.18620689655172415,145.94361324460002,2.739033284431443,0.0,0.052,6535731.236,0,0.0,none,-
tuesday,15,35829.66838793532,320322.90879940393,40,40,0.08648648648648649,101.572546589058,1.975360602350519,0.0,0.03,8376087.274,0,0.0,none,-
tuesday,16,31802.358686018004,200639.0069796841,30,30,0.03636363636363636,108.81129955175999,1.7911282198341336,0.0,0.01,6131310.37,0,0.0,none,-
tuesday,17,31153.026136356755,902335.9390474155,54,54,0.14383561643835616,254.06859381868802,2.633498965003928,0.0,0.04,20637931.686,0,0.0,none,-
tuesday,18,83513.03421915045,1653145.63072332,89,89,0.24855491329479767,235.50257692145,3.078972533091835,0.0,0.084,29914551.952,0,0.0,none,-
tuesday,19,46888.87720062455,981820.3886497632,59,59,0.21100917431192662,232.036945510872,2.790821838456748,0.0,0.044,29473407.754,0,0.0,none,-
tuesday,20,40306.53565386192,347058.8685700363,49,49,0.2356687898089172,157.49176015688002,2.3861515886420723,0.0,0.072,12487868.364,0,0.0,none,-
tuesday,21,37994.89266537076,370637.5226446835,57,57,0.10869565217391304,163.75535864122,2.558332823139997,0.0,0.028,10260562.866,0,0.0,none,-
tuesday,22,54726.40523717193,811070.3573173817,62,62,0.3220338983050847,181.43337275667398,2.9043442403309427,0.0,0.074,16966198.044,1,0.04,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,23,53075.45756940157,649186.6881712943,49,49,0.5,155.2986801408,3.0149456677030173,0.0,0.144,20251540.226,1,0.158,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,24,16755.21968290227,301962.30155652046,24,24,0.2847222222222222,175.62592649804802,2.146967585635298,0.0,0.08,15708190.112,1,0.04,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,25,22822.790594486883,193270.42181176908,32,32,0.2558139534883721,190.02267345841602,2.152461830062326,0.0,0.086,14756451.63,1,0.036,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,26,49627.636880530656,547720.3619065454,46,46,0.3147208121827411,154.986616849566,2.5714627946608886,0.0,0.122,30618362.42,1,0.128,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,27,55383.37184413025,818100.9572395387,58,58,0.441747572815534,100.05335516499001,3.070865407669896,0.0,0.18,27031542.688,1,0.196,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,28,64214.38703595316,728654.4813798509,53,53,0.41843971631205673,119.165937450978,2.9234588392542182,0.0,0.116,34564745.322,1,0.146,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,29,74026.7423211515,838965.9155477372,55,55,0.5508982035928144,115.96502221388398,3.044412351494022,0.002,0.182,20469468.542,1,0.242,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,30,80642.59387430777,1052884.4288749848,71,71,0.5604395604395604,104.527537456174,3.3436532162191095,0.002,0.202,26019462.9,1,0.244,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,31,47111.53253307626,771137.076963331,42,42,0.4330708661417323,126.347143503256,2.801347084822943,0.0,0.108,15912438.99,1,0.172,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,32,52226.097951974436,1063956.5711160277,49,49,0.29285714285714287,143.947446710638,2.4984557858183774,0.0,0.08,7156595.99,1,0.062,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,33,100615.25777570027,1487665.2689480972,81,81,0.42788461538461536,119.053598321654,3.188678250151137,0.0,0.176,17249398.376,1,0.178,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,34,72279.09848670846,995719.9076115151,63,63,0.43915343915343913,107.241851216632,3.0115054879573204,0.0,0.164,22480965.818,1,0.136,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,35,98926.92922707197,1626314.7026852893,82,82,0.5077720207253886,152.82250310127398,3.3481667866501668,0.002,0.194,31430634.492,1,0.156,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,36,91352.00764634606,1269574.1649365358,81,81,0.4198895027624309,118.337017881684,3.3568415434989225,0.0,0.15,22250557.316,1,0.17,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,37,111202.38581000433,1549341.228877559,91,91,0.5194805194805194,90.420042061938,3.5743088628253585,0.0,0.238,26926233.49,1,0.282,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,38,49782.54567359501,700158.1313378054,50,50,0.4316546762589928,116.847590677276,2.7759177138771345,0.0,0.118,11500470.08,1,0.14,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,39,68779.51561352077,996473.316923914,76,76,0.43023255813953487,133.015359038534,3.2589708731237126,0.0,0.146,12873962.93,1,0.118,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,40,25604.718292789792,157547.68218526422,26,26,0.24060150375939848,169.07588008181,2.2797259848363796,0.0,0.062,9441132.938,1,0.096,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,41,40482.06145100851,639976.2340660024,40,40,0.3858267716535433,103.32373260399,2.6870486596412277,0.0,0.096,13282062.878,1,0.114,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,42,73380.02319192707,890579.0153765142,52,52,0.3333333333333333,137.846676189772,2.9355225491429255,0.0,0.114,29443282.114,1,0.158,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,43,62432.326414381554,593932.4667586914,45,45,0.5280898876404494,148.96172427802998,2.8310900146758575,0.0,0.186,34921692.006,1,0.216,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,44,82564.06823076546,1004556.7764609392,70,70,0.6398104265402843,95.35763818167601,3.2570279172833168,0.0,0.268,29648226.956,1,0.292,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,45,68426.8634662313,1061885.8514444707,53,53,0.5107913669064749,107.68091900033399,2.9459592769918777,0.0,0.14,11117990.754,1,0.144,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,46,52021.06213228139,1200084.403986403,36,36,0.591304347826087,129.007519954368,2.596584480958185,0.0,0.134,11145385.956,1,0.148,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,47,43201.889549875865,991380.7604431624,43,43,0.3053435114503817,114.44774127395,2.59147699178925,0.0,0.078,7838846.702,1,0.08,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,48,68366.42543919035,1160588.4731240452,59,59,0.33098591549295775,124.712710511214,3.0008337822685847,0.0,0.092,9630989.194,1,0.108,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,49,53114.56477415761,836155.949099359,53,53,0.38345864661654133,148.21641011476598,2.780912798001226,0.0,0.1,21144133.048,1,0.072,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,50,147734.6598959881,2742419.3001612625,136,136,0.4253393665158371,152.01432656423603,4.219886777364654,0.0,0.186,18390582.372,1,0.134,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,51,105394.58739678311,1717955.2210477316,87,87,0.49710982658959535,163.183855198426,3.5268975007900054,0.0,0.17,15367490.0,1,0.132,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,52,83325.89343605394,989157.5182282103,81,81,0.45161290322580644,125.20524579415799,3.358724975283149,0.0,0.166,23601540.002,1,0.156,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,53,51209.825070426516,860423.5160453238,49,49,0.47580645161290325,155.98873734324002,2.7633169377379456,0.0,0.116,33097709.772,1,0.12,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,54,17200.501907415848,503251.8166694269,21,21,0.2636363636363636,102.774328299312,2.0328592519078157,0.0,0.056,7063515.652,1,0.068,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,55,32845.89208481498,537118.2022414188,40,40,0.3643410852713178,104.218460638164,2.5327287729128356,0.0,0.092,11660195.346,1,0.12,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,56,48014.358878505125,588814.7425455104,46,46,0.35251798561151076,127.704919315794,2.758592567897992,0.0,0.096,21354393.546,1,0.08,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,57,46680.85600536433,407566.95644789323,36,36,0.461038961038961,94.04542679145399,2.6386759097574286,0.0,0.14,20294187.446,1,0.194,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,58,52763.43138990444,497605.47813290043,82,82,0.38323353293413176,138.345930351032,3.2547318047376907,0.0,0.126,18393414.008,1,0.06,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,59,64550.97856216956,1073950.9233437707,50,50,0.5714285714285714,127.549524279574,2.864583935754605,0.0,0.182,33928615.388,1,0.196,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,60,52414.250784098396,751825.825081442,67,67,0.538961038961039,126.406835889186,3.1674500294262904,0.0,0.164,32892657.826,1,0.136,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,61,79919.01100214924,636446.4876491072,75,75,0.5445544554455446,141.002549209562,3.1221736600772774,0.0,0.218,41961139.486,1,0.192,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,62,56790.29460375659,555123.6226555142,49,49,0.5474452554744526,132.032820506156,2.937785616788015,0.0,0.148,29481407.04,1,0.212,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,63,71166.75403437295,568773.8299364808,57,57,0.5359477124183006,110.84531161232601,2.8354588613599248,0.002,0.162,14494175.108,1,0.132,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,64,62706.014601714,581199.3263219774,80,80,0.34782608695652173,135.78331381809002,3.2235898119860806,0.0,0.11,14243401.592,1,0.106,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,65,26300.50807572531,365830.52229162696,39,39,0.19166666666666668,124.85180718232799,2.2719317111459043,0.0,0.044,11270221.486,1,0.042,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,66,15006.640280530124,604244.4577004618,24,24,0.09615384615384616,119.378354674318,1.961464891887891,0.0,0.018,6165184.024,1,0.032,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,67,61627.39677227716,643736.227971517,86,86,0.2222222222222222,124.72402047613201,3.3746265018315924,0.0,0.094,12852094.002,1,0.128,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,68,37670.41182772727,606963.7030273301,24,24,0.4024390243902439,125.63953899519801,2.535149349636089,0.0,0.13,29927165.474,1,0.18,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,69,29773.80730892056,430624.7554040339,35,35,0.291044776119403,110.69699291267798,2.541928655858025,0.0,0.076,10731538.758,1,0.124,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,70,53352.4826954704,873038.2918924018,54,54,0.4656084656084656,117.702602097932,3.0230032541393745,0.0,0.174,33833227.008,1,0.224,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,71,45834.32537715289,469174.6734557198,44,44,0.47770700636942676,97.40107049524599,2.7758782434746694,0.0,0.148,13885038.798,1,0.16,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,72,46731.86586240174,1025788.4498757743,50,50,0.45294117647058824,108.97495987200001,3.0643358119816106,0.0,0.152,18159190.2,1,0.232,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,73,58125.558522279905,1263375.5552843194,70,70,0.49044585987261147,117.82140419229202,3.0691071784952833,0.0,0.152,10277451.708,1,0.08,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,74,33712.27329888304,698363.7938178293,36,36,0.288,107.43847897105799,2.348853732848175,0.0,0.07,5761221.688,1,0.076,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,75,35854.889951016565,598483.3791593747,44,44,0.4083333333333333,103.311705605244,2.665912898929969,0.0,0.096,14139476.216,1,0.1,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,76,38616.68567058204,241047.28682506978,33,33,0.23076923076923078,93.58597508951199,2.2667360589011514,0.0,0.052,10222238.568,1,0.056,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,77,58504.35630315622,1268033.498286828,34,34,0.36363636363636365,98.127623587234,2.713625880042949,0.0,0.11,18771665.71,1,0.18,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,78,33953.641728424336,485233.4498126675,35,35,0.2642857142857143,122.01125446277598,2.554262434920039,0.0,0.072,23719621.304,1,0.12,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
tuesday,79,42878.36267230867,235355.1195250757,42,42,0.4206896551724138,161.72874703837599,2.7097925100394713,0.0,0.12,41132173.142,1,0.16,brute_force,TA0006 Credential Access / T1110.001 Password Guessing
