window_id,attack_family,y_forecast,packet_rate,byte_rate,unique_dst_ips,unique_dst_ports,syn_ack_ratio,avg_pkt_size,dst_port_entropy,failed_conn_rate,fwd_psh_rate,avg_flow_duration
269,dos,1,47.528372,66633.10838,1,1,0.004608,832.920894,-0.0,0.0,0.0,3677732.156
270,dos,1,34.750763,41759.497906,1,1,0.004673,836.302898,-0.0,0.0,0.0,2941485.114
271,dos,1,26.30492,33925.450403,1,1,0.00463,824.291638,-0.0,0.0,0.0,3293523.944
272,dos,1,15.421707,22114.836291,1,1,0.004425,812.864062,-0.0,0.0,0.0,3142933.438
273,dos,1,21.286713,29390.405151,1,1,0.004587,820.43085,-0.0,0.0,0.0,3355571.26
274,dos,1,17595.061689,666050.416264,23,23,0.028846,357.968664,1.387757,0.0,0.004,1503743.318
275,none,0,10100.464,646976.209969,8,8,0.225,98.808144,1.439333,0.0,0.034,10392619.496
276,none,0,2213.169559,270221.503817,417,417,0.16129,571.80672,8.117784,0.0,0.098,20908715.63
277,none,0,18.462848,24724.272587,471,471,0.128947,619.134397,8.849784,0.0,0.096,28045505.918
278,none,0,18.061823,22398.119737,449,449,0.061995,618.340182,8.761784,0.0,0.044,27305705.642
279,dos,1,19305.300498,387059.630569,292,292,0.096698,285.524937,6.47301,0.0,0.08,19327416.688
280,dos,1,163.36262,106257.097607,1,1,0.001996,8.7098,-0.0,0.0,0.0,6112484.664
281,dos,1,3.872627,699.658228,1,1,0.002083,137.246138,-0.0,0.0,0.0,12132302.558
282,dos,1,16.958176,25082.349847,1,1,0.004082,1180.771342,-0.0,0.0,0.0,45107996.09
283,dos,1,17.128888,23874.591941,1,1,0.003774,1153.230135,-0.0,0.0,0.0,49768856.92
284,dos,1,24.456007,35320.867097,1,1,0.004545,1196.880466,-0.0,0.0,0.0,41945028.044
285,dos,1,41.031387,58837.492622,1,1,0.004098,1185.45317,-0.0,0.0,0.0,46232217.74
286,dos,1,3634.680005,493687.997777,1,1,0.004444,1043.296498,-0.0,0.0,0.0,27492738.168
287,dos,1,22.466673,29413.348526,1,1,0.004902,867.39112,-0.0,0.0,0.0,2518519.3
288,dos,1,317.457029,177421.160646,1,1,0.004975,887.363856,-0.0,0.0,0.0,2652321.604
289,dos,1,26.341284,33885.09422,1,1,0.005,882.54548,-0.0,0.0,0.0,2808901.78
290,dos,1,45.202535,57400.936236,1,1,0.004717,850.151238,-0.0,0.0,0.0,3360667.784
291,dos,1,196.857109,74664.25562,1,1,0.004808,858.255167,-0.0,0.0,0.0,2839256.872
292,dos,1,31448.13569,902749.19829,270,270,0.113924,511.159155,6.313762,0.0,0.07,17314672.148
293,none,0,12.875863,16710.439796,453,453,0.080729,563.660095,8.777784,0.0,0.06,25801460.874
294,none,0,25.795523,30664.465331,477,477,0.115385,572.144598,8.873784,0.0,0.088,27808594.088
295,none,0,10.544567,9979.553755,481,481,0.194872,614.621143,8.889784,0.0,0.15,31098084.388
296,dos,1,16757.137796,236326.326067,319,319,0.095,314.075437,7.005179,0.0,0.074,19656897.442
297,dos,1,4.739241,28.435447,1,1,0.001996,7.3674,-0.0,0.0,0.0,5761227.888
298,dos,1,5.469073,32.814439,1,1,0.001996,7.3514,-0.0,0.0,0.0,6880620.184
299,dos,1,139.9542,70123.453592,1,1,0.003717,1110.050174,-0.0,0.0,0.0,47854178.414
300,dos,1,55.493513,79977.631406,1,1,0.004202,1181.863373,-0.0,0.0,0.0,45083123.086
301,dos,1,24.48902,35872.578613,1,1,0.004032,1182.160428,-0.0,0.0,0.0,48145420.778
302,dos,1,81.740035,24059.812386,1,1,0.004098,1156.862885,-0.0,0.0,0.0,47079314.936
303,dos,1,31.750501,43897.636763,1,1,0.004329,1127.504683,-0.0,0.0,0.0,38821711.994
304,dos,1,48.098606,69589.117444,1,1,0.004975,882.547928,-0.0,0.0,0.0,2921791.906
305,dos,1,49.563984,70527.905186,1,1,0.004808,851.585509,-0.0,0.0,0.0,2952558.534
306,dos,1,39.309721,57720.739633,1,1,0.004902,878.270708,-0.0,0.0,0.0,3329189.04
307,dos,1,269.276514,113115.606348,1,1,0.004878,867.811466,-0.0,0.0,0.0,3175464.838
308,dos,1,30.774314,40875.07062,1,1,0.004673,824.005137,-0.0,0.0,0.0,3393156.46
309,dos,1,21023.395089,620318.442085,31,31,0.007143,397.662105,1.565094,0.0,0.0,1669834.148
310,none,0,13760.168219,866013.5004,7,7,0.033333,95.519494,1.201838,0.0,0.002,7061712.43
311,none,0,4061.940908,215011.097856,160,160,0.188312,272.09214,4.110915,0.0,0.056,21160986.802
312,none,0,11.314504,13728.906278,458,458,0.139842,624.576643,8.797784,0.0,0.104,30552273.952
313,none,0,15.22517,17111.112136,460,460,0.254499,598.572686,8.805784,0.0,0.196,27915583.064
314,none,0,13.366633,15514.967063,472,472,0.095,524.433151,8.853784,0.0,0.074,29501147.174
315,dos,1,30622.854282,568599.484598,289,289,0.204793,255.540379,6.189235,0.0,0.186,17086019.348
316,dos,1,6.514589,39.087531,1,1,0.001996,7.3416,-0.0,0.0,0.0,6321468.89
317,dos,1,76.745496,45267.029159,1,1,0.001996,8.7174,-0.0,0.0,0.0,5593234.792
318,dos,1,51.723279,73108.589724,1,1,0.003846,1065.893905,-0.0,0.0,0.0,41033679.882
319,dos,1,57.303941,67084.250372,1,1,0.003802,1147.385071,-0.0,0.0,0.0,50971573.578
320,dos,1,61.160664,88173.947011,1,1,0.003484,1135.276015,-0.0,0.0,0.0,54545788.846
321,dos,1,1381.67471,78532.860498,1,1,0.003876,1171.88887,-0.0,0.0,0.0,49114849.174
322,dos,1,79.87868,91169.89758,1,1,0.003922,1154.48679,-0.0,0.0,0.0,48991243.432
323,dos,1,479.590403,312055.02548,1,1,0.004975,888.445361,-0.0,0.0,0.0,3084819.02
324,dos,1,93.831914,91926.379212,1,1,0.004587,819.376367,-0.0,0.0,0.0,3829813.108
325,dos,1,71.121406,93981.815931,1,1,0.004274,772.632846,-0.0,0.0,0.0,3814893.148
326,dos,1,72.739058,99251.404037,1,1,0.004651,842.978783,-0.0,0.0,0.0,3021251.78
327,dos,1,128.764936,89802.749476,1,1,0.004566,821.071951,-0.0,0.0,0.0,3278095.182
328,dos,1,8091.456135,176979.224312,14,14,0.065657,664.266703,1.178414,0.0,0.024,4705462.06
329,none,0,6934.426139,356434.414935,176,176,0.181818,326.77568,4.732938,0.0,0.066,20866752.738
330,none,0,25.695173,32057.261962,461,461,0.2125,577.19981,8.809784,0.0,0.168,28894733.09
331,none,0,39.507894,53006.01146,481,481,0.2,710.9714,8.889784,0.0,0.132,23812419.946
332,none,0,29.678186,39531.013847,473,473,0.266484,671.281534,8.857784,0.0,0.192,29272392.946
333,dos,1,65570.166412,1206072.601016,173,173,0.061538,81.778844,3.901051,0.0,0.054,7798676.402
334,dos,1,241.929823,37697.796878,1,1,0.002008,16.730356,-0.0,0.0,0.0,5983159.758
335,dos,1,190.194431,68456.252196,1,1,0.002041,114.357037,-0.0,0.0,0.0,13587186.594
336,dos,1,18.134613,26103.591833,1,1,0.003861,1153.361081,-0.0,0.0,0.0,51965361.51
337,dos,1,225.549952,57115.406026,1,1,0.003759,1153.120399,-0.0,0.0,0.0,52037903.822
338,dos,1,11.391732,16497.925705,1,1,0.004237,1188.825511,-0.0,0.0,0.0,46526738.596
339,dos,1,8.291796,11967.097725,1,1,0.004049,1192.367421,-0.0,0.0,0.0,47765472.392
340,dos,1,347.65211,33680.666887,1,1,0.004386,1054.332787,-0.0,0.0,0.0,29932096.556
341,dos,1,17.258383,23354.9613,1,1,0.004651,833.597917,-0.0,0.0,0.0,2918148.022
342,dos,1,76.299963,38671.985767,1,1,0.004545,802.430753,-0.0,0.0,0.0,2765613.458
343,dos,1,13.702832,18273.979919,1,1,0.004545,812.367263,-0.0,0.0,0.0,3085188.168
344,dos,1,15.801599,14109.989598,1,1,0.004717,846.595646,-0.0,0.0,0.0,2740348.134
345,dos,1,22.12829,27699.174859,1,1,0.004695,834.764551,-0.0,0.0,0.0,2684158.028
346,dos,1,26478.647239,1084038.393159,72,72,0.173228,275.480564,2.344379,0.0,0.042,1135094.95
347,none,0,10575.873339,612627.597987,6,6,0.015385,102.422259,1.353515,0.0,0.0,7369078.216
348,none,0,31245.24102,622838.825336,5,5,0.047619,172.713604,1.606098,0.0,0.004,9118704.322
349,none,0,45225.00757,516310.653367,4,4,0.15625,167.138992,1.344834,0.0,0.008,12917757.04
350,none,0,15733.618936,599213.236781,9,9,0.227273,123.292818,1.255988,0.0,0.008,14362845.106
351,none,0,194.929286,23251.674045,226,226,0.063291,433.930757,4.897703,0.0,0.018,14576621.066
352,none,0,11.197891,13983.763679,463,463,0.13388,644.648588,8.817784,0.0,0.096,28619710.714
353,none,0,6.033812,7154.984089,460,460,0.060367,612.424433,8.805784,0.0,0.044,34147056.162
354,none,0,8.338146,9820.288621,458,458,0.176617,593.461067,8.797784,0.0,0.14,34272438.664
355,dos,1,89601.153341,1694612.899195,333,333,0.15443,246.762251,7.024068,0.0,0.12,5624887.036
356,dos,1,30.466688,30399.99826,1,1,0.002688,395.389095,-0.0,0.0,0.0,4222468.258
357,dos,1,239.357906,19811.984858,1,1,0.001996,8.705,-0.0,0.0,0.0,6077788.846
358,dos,1,5.937675,851.442268,1,1,0.002045,72.605641,-0.0,0.0,0.0,9517642.008
359,dos,1,30.125766,43133.466602,1,1,0.004329,1188.482142,-0.0,0.0,0.0,46929734.97
360,dos,1,48.688379,70899.230579,1,1,0.003953,1168.923994,-0.0,0.0,0.0,51307614.482
361,dos,1,37.078952,54604.223099,1,1,0.004274,1177.839583,-0.0,0.0,0.0,46036739.98
362,dos,1,96.210465,94992.340633,1,1,0.003802,705.320104,-0.0,0.0,0.0,3545996.336
363,dos,1,37.447661,48623.189152,1,1,0.004274,782.545138,-0.0,0.0,0.0,3079571.17
364,dos,1,29.993434,40209.976814,1,1,0.004739,832.930975,-0.0,0.0,0.0,2804911.858
365,dos,1,42.472206,59708.738603,1,1,0.004673,823.650978,-0.0,0.0,0.0,2861514.32
366,dos,1,36.606789,51495.848586,1,1,0.004878,850.261153,-0.0,0.0,0.0,2549905.018
367,dos,1,46.82653,64678.454854,1,1,0.004608,825.76541,-0.0,0.0,0.0,2666886.578
368,dos,1,17561.13069,345086.82247,36,36,0.026178,585.342608,1.486815,0.0,0.008,2567141.182
369,none,0,6415.193861,411472.620512,8,8,0.446154,109.111264,1.588805,0.0,0.056,13193311.998
370,none,0,3365.780088,159938.614989,297,297,0.246429,377.753746,6.440558,0.0,0.136,28419744.884
371,none,0,17.039107,19386.056878,487,487,0.116883,586.395196,8.913784,0.0,0.088,27940993.44
372,none,0,45.871375,62373.131978,467,467,0.191214,526.71074,8.833784,0.0,0.146,19290828.008
373,none,0,13482.434143,323869.632275,438,438,0.14121,482.258422,8.712275,0.0,0.096,4708957.172
374,dos,1,61884.862986,765750.044066,161,161,0.053892,9.555633,3.263098,0.0,0.052,3172221.568
375,dos,1,142.293353,48026.171269,1,1,0.001996,8.0153,-0.0,0.0,0.0,7246801.07
376,dos,1,23.419734,29386.281782,1,1,0.002347,220.490464,-0.0,0.0,0.0,6122935.902
377,dos,1,507.043149,126200.397211,1,1,0.003968,736.907013,-0.0,0.0,0.0,3103768.674
378,dos,1,34.224601,47660.218882,1,1,0.003704,674.212664,-0.0,0.0,0.0,3421946.198
379,dos,1,20.014585,27852.709298,1,1,0.004065,763.455282,-0.0,0.0,0.0,3485332.044
380,dos,1,43.057858,55780.125623,1,1,0.003984,740.852976,-0.0,0.0,0.0,2970343.774
381,dos,1,416.319471,70626.515996,1,1,0.004386,792.663791,-0.0,0.0,0.0,3780922.816
382,dos,1,49.187813,72398.034817,1,1,0.00463,841.701566,-0.0,0.0,0.0,3166973.444
383,dos,1,22.481858,29762.419797,1,1,0.004444,802.877652,-0.0,0.0,0.0,3242635.884
384,dos,1,27.98159,34960.363234,1,1,0.004785,861.953278,-0.0,0.0,0.0,2771202.97
385,dos,1,38.929674,55724.592814,1,1,0.004878,876.820582,-0.0,0.0,0.0,2880877.084
386,dos,1,5455.962997,50735.762337,36,36,0.009346,761.167457,0.803933,0.0,0.002,2278492.1
387,none,0,17876.174623,1106068.606803,5,5,0.076923,81.394359,0.577787,0.0,0.002,106990.868
388,none,0,33782.536017,485674.285628,283,283,0.290076,420.267207,6.538573,0.004,0.15,6067387.83
389,none,0,21.560443,24129.450117,487,487,0.143243,455.7223,8.913784,0.0,0.104,4394811.404
390,none,0,8.754148,8073.985525,465,465,0.27551,429.295653,8.825784,0.0,0.214,5132595.644
391,none,0,22.275238,29176.168246,456,456,0.223433,476.310014,8.789784,0.0,0.162,4935438.386
392,dos,1,20815.505275,558730.220694,165,165,0.087227,514.203735,3.462826,0.0,0.054,2820431.556
393,dos,1,53.472658,9037.376399,1,1,0.002165,73.83382,-0.0,0.0,0.0,1816147.94
394,dos,1,113.561651,157083.58967,1,1,0.004808,853.42555,-0.0,0.0,0.0,2278598.768
395,dos,1,19376.978708,740643.403627,57,57,0.245283,142.597559,2.500075,0.0,0.05,9343692.792
396,none,0,7246.771342,330846.229727,299,299,0.158451,265.746665,6.659753,0.0,0.088,8066066.494
397,none,0,63278.410532,1065444.610528,106,106,0.165468,131.623863,3.300556,0.0,0.044,13371481.108
398,none,0,22742.495152,559406.814939,74,74,0.207921,105.971299,2.736782,0.0,0.04,11769326.284
399,none,0,56331.939226,970449.904289,126,126,0.198953,135.220737,3.930337,0.0,0.074,10677071.502
400,none,0,42933.448812,1222152.770604,127,127,0.268156,124.910549,3.896221,0.0,0.094,8176117.654
401,none,0,7862.9718,515586.610301,5,5,0.020408,149.224827,1.374332,0.0,0.0,11836940.212
402,none,0,61316.796285,1910465.901486,91,91,0.229412,119.581329,3.174188,0.0,0.076,9644025.864
403,none,0,32028.672786,761240.792172,82,82,0.195652,129.681118,3.108283,0.0,0.052,15392829.406
404,none,0,84205.468698,1516127.838294,131,131,0.149171,81.129082,3.837787,0.0,0.052,8024562.97
405,none,0,10625.370488,369537.189649,8,8,0.355556,119.313901,1.236234,0.0,0.03,8475567.218
406,none,0,14702.544993,787168.288063,10,10,0.065217,127.29976,1.452313,0.0,0.004,10690740.502
407,none,0,61670.816175,1414868.519285,129,129,0.222222,111.390237,4.020051,0.016,0.078,12023508.854
408,none,0,121385.856664,1908784.271186,202,202,0.193916,81.484785,5.388017,0.0,0.1,7068668.856
409,none,0,29562.171991,1127201.569209,64,64,0.330435,116.194828,2.817888,0.0,0.074,12985784.17
410,none,0,27535.065525,1577925.85249,58,58,0.083333,111.828986,2.682443,0.0,0.012,15726887.04
411,none,0,40994.981343,931594.411642,101,101,0.066265,119.050902,3.324327,0.0,0.02,7930158.934
412,none,0,6994.325779,381395.351874,3,3,0.027778,120.958404,0.828084,0.0,0.0,2035793.496
413,none,0,609.238671,9277.16859,7,7,0.014184,231.330347,1.147482,0.0,0.002,15256979.684
414,none,0,75586.246915,814654.149792,192,192,0.140909,69.760216,4.495529,0.0,0.06,6324640.234
415,none,0,42052.542307,729323.186931,97,97,0.164251,102.62981,3.140258,0.0,0.066,10212832.52
416,none,0,20554.926737,764637.309471,18,18,0.29703,108.256118,1.696334,0.0,0.058,12936086.198
417,none,0,27279.423063,745345.699936,65,65,0.055556,133.966644,2.621407,0.0,0.016,9707481.948
418,none,0,78110.226906,1226488.336958,137,137,0.203883,122.506261,4.088446,0.0,0.082,14234573.53
419,none,0,79703.12033,2256448.092864,151,151,0.311881,81.573763,4.296025,0.0,0.124,5882576.262
420,none,0,38467.078252,1029802.547674,68,68,0.130435,138.218713,2.672008,0.0,0.022,18015151.478
421,none,0,36948.17945,1103143.289345,71,71,0.071429,118.013825,3.008197,0.0,0.018,9134914.094
422,none,0,55262.889375,1641123.38637,102,102,0.333333,95.469751,3.582677,0.002,0.096,10812946.41
423,none,0,10333.371212,664509.242912,4,4,0.166667,141.50526,0.947595,0.0,0.0,12063728.702
424,none,0,25591.324868,839203.363688,49,49,0.216667,147.196114,2.179968,0.002,0.024,15402669.138
425,none,0,27705.295806,665632.51663,46,46,0.131868,112.948265,2.02489,0.0,0.022,14835019.534
426,none,0,13004.254094,599461.856425,7,7,0.033333,144.030617,1.476467,0.0,0.002,9892439.126
427,none,0,71400.493087,1357053.153442,156,156,0.274882,95.297073,4.286295,0.0,0.114,7628505.554
428,none,0,67279.649792,829572.275656,150,150,0.172414,113.16116,4.184336,0.0,0.068,10547187.734
429,none,0,59869.637178,1305440.499378,73,73,0.233871,128.959407,2.95207,0.0,0.056,4082052.504
430,none,0,47895.414248,1236628.851893,97,97,0.21374,113.426589,3.304481,0.0,0.054,12472128.574
431,none,0,11259.736054,932317.493192,13,13,0.166667,157.718769,1.519005,0.0,0.004,13151592.486
432,none,0,76176.492127,1986577.128405,132,132,0.126214,97.050297,4.35734,0.0,0.05,7028983.536
433,none,0,42562.559982,707012.490732,106,106,0.134228,124.847652,3.418551,0.0,0.038,8072619.978
434,none,0,52298.990787,1224800.711,99,99,0.227586,97.503038,3.421858,0.004,0.064,9726792.216
435,none,0,5347.064862,225658.300207,6,6,0.138298,155.362957,1.642303,0.0,0.024,12362156.782
436,none,0,61808.176096,871263.101227,129,129,0.188679,114.563712,3.962554,0.0,0.078,8210613.332
437,none,0,19415.451588,913456.127078,52,52,0.066667,139.04191,2.446322,0.0,0.016,9149117.068
438,none,0,23874.350618,763695.176754,40,40,0.121495,144.045334,2.1533,0.0,0.024,11935114.76
439,none,0,11888.723851,544864.186661,9,9,0.105263,129.070399,1.406869,0.002,0.01,12592133.296
440,none,0,53694.163623,664481.143875,130,130,0.104803,116.503408,3.921743,0.0,0.046,12996311.674
441,none,0,54853.093725,2618100.971122,97,97,0.344371,127.272371,3.171269,0.0,0.102,14015781.222
442,none,0,13440.607432,402975.665015,6,6,0.046154,185.853884,1.390012,0.0,0.004,8685083.414
443,none,0,72889.425787,1019682.331574,151,151,0.129771,75.732415,4.27465,0.0,0.066,9672820.842
444,none,0,52185.852635,1376661.188637,89,89,0.27907,94.002869,3.182666,0.002,0.094,8418011.376
445,none,0,43477.330802,1034951.953369,102,102,0.375,158.700217,3.340427,0.0,0.082,25122214.614
446,none,0,22269.78937,1089566.127882,17,17,0.156522,138.617257,1.961871,0.0,0.034,11712824.806
447,none,0,40588.409265,711780.302434,78,78,0.137405,127.736326,2.776131,0.0,0.034,12950922.724
448,none,0,77361.455765,1480259.486808,147,147,0.168421,69.126169,3.918645,0.0,0.062,7074380.738
449,none,0,5935.624361,180248.203047,12,12,0.016949,151.635111,1.768465,0.0,0.002,13903820.962
450,none,0,88103.754588,1220373.855784,159,159,0.213235,74.158967,4.840653,0.01,0.114,3264659.408
451,none,0,58647.456751,1167817.913472,93,93,0.15,63.000879,4.909727,0.0,0.080569,1098840.454976
